server_round,loss,accuracy,server_evaluation_time,full_round_time,avg_client_training_time,max_client_training_time,min_client_training_time,num_failures,accuracy_delta,loss_delta
0,159.7375946044922,0.061500001698732376,1.236907958984375,,,,,,,
1,7.246667385101318,0.6651999950408936,4.768938302993774,24.046472549438477,6.253782153129578,7.179369211196899,3.1521260738372803,0,0.6036999933421612,-152.49092721939087
2,1.6360251903533936,0.6226000189781189,1.2265660762786865,13.844352960586548,4.953851163387299,7.011529207229614,3.9700798988342285,0,-0.04259997606277466,-5.610642194747925
